key_resp.keys,key_resp.rt,practice_taps.keys,practice_taps.rt,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
space,19.81577,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.3953049999981886,2.2330149999979767,3.0205449999994016,3.677674999998999,4.2085450000013225,6.269110000001092,7.122065000003204,7.323924999996962,7.9527799999996205,8.645635000000766,9.098039999997127,9.415439999997034,10.905885000000126,11.208924999998999,11.830974999997125]",space,3.953355,0.0,0.0,0.0,1.0,1.0,block_2/medium_t_119_4.wav,timbre,t,medium,119.0,2.073396767,11.89421309,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.559930000003078,1.0124649999997928,1.4977450000005774,2.11730499999976,2.6401800000021467,3.1892300000035902,3.7441450000042096,4.344810000002326,4.913540000001376,5.466050000002724,6.154634999998962,6.675524999998743,7.257754999998724,7.5596650000006775,7.860680000005232,8.38868999999977,8.999465000000782,9.468065000000934,9.659930000001623,10.056240000005346,10.388725000004342,10.740380000002915,11.209460000005492,11.963300000003073]",space,4.46357,0.0,1.0,1.0,0.0,1.0,block_1/medium_n_105_3.wav,no,n,medium,105.0,1.683245346,13.36533151,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.39231000000290805,0.9278300000005402,1.4641200000041863,2.4515549999996438,2.8376550000029965,3.255555000003369,3.841614999997546,4.042835000000196,4.632125000003725,4.830789999999979,5.2038549999997485,5.9730449999988195,6.3872449999980745,6.671504999998433,6.94352500000241,7.21313000000373,7.5769599999985076,8.127845000002708,8.983925000000454,9.57312500000262,10.291545000000042,10.589480000002368,10.924940000004426,11.260009999998147,11.61335500000132,11.967575000002398,12.290124999999534,12.63126000000193,13.288744999998016,14.206389999999374]",space,2.35198,0.0,2.0,2.0,2.0,1.0,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.922330121,17.89675189,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.44319499999983236,0.9811049999989336,1.5145350000020699,2.0711500000033993,2.587630000001809,3.080034999999043,3.6083100000032573,4.092655000000377,4.563685000000987,5.081304999999702,5.583620000004885,6.136565000000701,6.6245100000014645,7.091215000000375,7.577020000004268,8.079250000002503,8.597890000004554,9.10005000000092,9.620415000004868,10.138525000002119]",space,1.56607,0.0,3.0,3.0,3.0,1.0,block_2/strong_t_119_4.wav,timbre,t,strong,119.0,2.380207574,12.24809873,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_n_119_3.wav,no,n,none,119.0,1.932281918,14.89500301,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,space,11.796165,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4259250000031898,0.8783800000019255,1.246145000004617,4.131240000002435,4.4109300000054645,5.284135000001697,7.861045000005106,8.447580000000016,10.373655000003055,10.689480000000913,11.343975000003411,11.646730000000389,11.970575000006647,12.298610000005283,12.618295000000217,12.792290000004868]",space,1.795385,0.0,0.0,0.0,24.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/strong_n_72_4.wav,no,n,strong,72.0,1.599228342,16.96784512,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5321200000034878,1.2521150000029593,2.1182499999995343,2.975800000000163,3.792204999997921,4.617395000001125,5.4363349999985076,6.2039199999999255,7.077835000003688,7.8302200000034645,8.586600000002363,9.402419999998529,10.141929999997956,10.963625000003958,11.779629999997269,12.56975500000408,13.406329999997979,14.208299999998417,14.97787000000244,15.764804999998887]",space,1.71671,0.0,1.0,1.0,35.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/weak_n_72_3.wav,no,n,weak,72.0,1.008682366,16.87657352,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5610750000050757,0.7871400000003632,1.214190000006056,2.0873950000022887,2.3545500000036554,2.654390000003332,3.154710000002524,3.5790950000009616,3.8803400000033434,4.110210000006191,6.052610000006098,6.775025000002643,7.811265000003914,8.397105000003648,8.917020000000775,9.672425000004296,10.33933000000252,10.87534500000038,11.09346500000538,11.528715000000375,11.913575000005949,12.151235000004817,12.437625000005937,12.684315000005881,12.935440000001108,13.186565000003611,13.457455000003392,13.740485000002082,14.123970000000554,14.710070000000997,15.614645000001474,15.849800000003597,16.036384999999427]",space,1.008965,0.0,2.0,2.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/none_n_119_4.wav,no,n,none,119.0,2.009432028,15.37111003,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.44972499999857973,0.6442499999975553,1.1185649999970337,1.433805000000575,1.735950000002049,1.887300000002142,2.0750200000038603,2.404020000001765,2.7719250000009197,3.1079699999972945,3.462005000001227,3.72875500000373,4.128194999997504,4.311900000000605,4.651774999998452,4.831465000002936,5.199204999997164,5.702180000000226,5.889680000000226,6.427244999998948,6.775730000001204,8.682424999999057,8.983670000001439,9.620240000003832,9.929290000000037,10.828569999997853,11.144234999999753,11.444775000003574,11.789080000002286,12.385999999998603,12.835904999999912,13.270904999997583]",space,0.89615,0.0,3.0,3.0,20.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_n_72_3.wav,no,n,medium,72.0,2.102023577,18.17590113,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4189600000026985,0.6785799999997835,1.0387550000014016,1.3314099999988684,1.7668249999987893,2.0195349999994505,2.4696899999980815,2.7768450000003213,3.2082050000026356,3.6135750000030384,4.044540000002598,4.445594999997411,4.797160000001895,5.316180000001623,5.688970000002882,6.136700000002747,6.54200999999739,6.958295000004,7.191915000003064,7.646675000003597,8.103009999998903,8.314299999998184,8.870184999999765,9.318440000002738,9.772355000000971,10.478634999999485,10.809574999999313,11.31090000000404,11.528664999998,11.745750000001863,12.266055000000051,13.071694999998726,13.454375000001164,13.872765000000072,14.659919999998237,15.496915000003355,15.86849500000244,16.37027500000113]",space,0.71421,0.0,4.0,4.0,13.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,block_1/medium_n_119_4.wav,no,n,medium,119.0,1.261396351,9.568471181,,,Yes,Ear Phone,1,No,M,28,R,Yes,1,2020-09-16_15h15.27.472,kura-A2,2020.1.2,Win32,60,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4318649999986519,0.8630799999955343,1.2817999999970198,1.5865699999994831,1.917539999994915,2.1186199999938253,2.469954999993206,2.838514999995823,4.077769999996235,4.430099999997765,4.881324999994831,5.333419999995385,5.835369999993418,6.304369999998016,6.739739999997255,7.208189999997558,7.6607549999971525,8.146450000000186,8.565409999995609]",space,1.05117,0.0,5.0,5.0,17.0,1.0,,,,,,,,,,,,,,
